# ASCII workload description
# /home/dalheimer/cgwg/trunk/var/serial-u10j100l100r3/workload-2.11636274062231.txt generated by store2ascii.rb
# JID SubmitTime RunTime Walltime Size
1	0.00	1772.27	186.87	1
2	6.74	567.66	187.26	1
3	31.86	1212.13	186.32	1
4	61.43	2312.58	187.74	1
5	91.90	1.00	186.75	1
6	186.79	30.74	186.87	1
7	195.73	1.00	186.90	1
8	227.73	612.42	187.19	1
9	244.98	500.94	187.31	1
10	264.09	818.33	186.87	1
11	281.48	1.00	186.70	1
12	282.48	1.43	187.33	1
13	287.16	1.00	186.99	1
14	353.61	659.27	186.91	1
15	400.55	1573.41	187.37	1
16	443.44	5.26	186.78	1
17	468.49	1.00	187.01	1
18	545.93	1.00	187.41	1
19	586.96	1.00	187.15	1
20	589.61	1.00	186.89	1
21	689.61	60.88	187.07	1
22	711.63	1781.83	187.05	1
23	770.03	1.00	187.59	1
24	774.38	1.00	187.09	1
25	807.92	1.00	186.62	1
26	891.23	1.00	187.23	1
27	918.76	20.16	187.43	1
28	991.92	24.97	186.86	1
29	1030.27	172.68	187.00	1
30	1104.73	10.22	187.41	1
31	1113.56	1.00	186.62	1
32	1124.36	501.21	187.04	1
33	1189.65	1576.81	187.11	1
34	1189.65	1203.71	187.02	1
35	1206.57	1.00	186.75	1
36	1262.98	1.00	187.15	1
37	1267.02	1.00	186.98	1
38	1367.02	1.00	187.28	1
39	1393.63	28.96	186.97	1
40	1436.32	6.74	186.62	1
41	1514.77	205.67	186.94	1
42	1516.25	303.44	186.53	1
43	1591.61	1.00	186.56	1
44	1661.17	1.00	186.96	1
45	1699.90	12.23	186.77	1
46	1702.83	1.00	186.83	1
47	1724.05	25.96	186.74	1
48	1727.18	1.00	187.08	1
49	1761.58	791.12	187.46	1
50	1768.89	1.00	187.26	1
51	1802.93	525.94	186.76	1
52	1833.53	1.00	186.88	1
53	1864.40	1.00	186.57	1
54	1929.45	34.30	186.68	1
55	1953.89	1.00	186.57	1
56	2052.23	16.65	186.72	1
57	2076.19	1.00	187.07	1
58	2143.59	1.00	186.74	1
59	2156.33	799.40	186.88	1
60	2173.70	1.00	186.85	1
61	2188.79	1590.16	186.40	1
62	2193.84	2273.74	186.91	1
63	2236.71	1.00	187.05	1
64	2304.23	101.19	187.57	1
65	2305.23	5.49	187.16	1
66	2332.64	1.00	187.09	1
67	2332.64	4.41	187.01	1
68	2348.31	2080.70	186.27	1
69	2398.26	1.00	187.39	1
70	2405.90	9.90	187.00	1
71	2430.26	6.36	186.85	1
72	2463.76	1424.05	186.54	1
73	2518.58	1.00	187.09	1
74	2568.11	113.32	186.79	1
75	2580.08	1.00	187.18	1
76	2581.08	1.00	186.75	1
77	2616.49	13.52	186.58	1
78	2624.99	544.95	186.82	1
79	2626.58	5.91	186.93	1
80	2634.12	1.00	187.24	1
81	2697.84	3.16	187.05	1
82	2723.04	4.47	187.46	1
83	2724.76	23.73	186.95	1
84	2753.62	1.18	186.77	1
85	2791.14	3.43	186.96	1
86	2813.23	1312.96	187.40	1
87	2815.31	1.00	186.13	1
88	2837.31	1.00	187.18	1
89	2845.20	11.46	187.40	1
90	2945.20	1.00	186.89	1
91	2951.39	196.08	186.18	1
92	2969.92	1.00	187.45	1
93	3000.86	1.00	186.60	1
94	3030.25	8.54	186.45	1
95	3053.38	1.00	186.63	1
96	3059.65	9.63	186.96	1
97	3078.80	102.52	187.48	1
98	3144.04	1.00	186.95	1
99	3148.28	1.00	187.16	1
